firstdate;marketcode;segmentcode;isincode;description;currencycode;minimumlot;status;issuedate;issueprice;redemptiondate;redemptionprice;
26/03/2022;MOT;EUROMOT;XS2066560421;Imi Opera V Sc Ot26 Usd;USD;2000;Senior;23/10/2019;;23/10/2026;;
26/03/2022;MOT;EUROMOT;XS2061620824;Gs Fin Corp Mc Gn31 Call Usd;USD;2000;Senior;08/06/2021;;08/06/2031;;
26/03/2022;MOT;EUROMOT;XS2055781962;Eib Tf 0,05% Ot34 Eur;EUR;1000;Senior;25/09/2019;;13/10/2034;;
26/03/2022;MOT;EUROMOT;XS2027596530;Romania Tf 2,124% Lg31 Eur;EUR;1000;Senior;16/07/2019;;16/07/2031;;
26/03/2022;MOT;EUROMOT;XS2020595117;World Bank Sustainable Zc Gn27 Mxn;MXN;10000;Senior;28/06/2019;;30/06/2027;;
26/03/2022;MOT;EUROMOT;XS2015227494;Eib Tf 0,125% Gn29 Eur;EUR;1000;Senior;20/06/2019;;20/06/2029;;
26/03/2022;MOT;EUROMOT;XS2013682609;Imi Serie X Mc Gn29 Eur;EUR;1000;Senior;24/06/2019;;24/06/2029;;
26/03/2022;MOT;EUROMOT;XS2011087306;Gs Fin Corp Mc Dc30 Call Usd;USD;2000;Senior;22/12/2020;;22/12/2030;;
26/03/2022;MOT;EUROMOT;XS1999841445;Kfw Green Bond Tf 0,01% Mg27 Eur;EUR;1000;Senior;22/05/2019;;05/05/2027;;
26/03/2022;MOT;EUROMOT;XS1998930926;World Bank Sustainable Tf 0,25% Mg29 Eur;EUR;1000;Senior;21/05/2019;;21/05/2029;;
26/03/2022;MOT;EUROMOT;XS1996367238;Imi Opera Iv Sc Mg26 Usd;USD;2000;Senior;21/05/2019;;21/05/2026;;
26/03/2022;MOT;EUROMOT;XS1978552237;Eib Tf 0,1% Ot26 Eur;EUR;1000;Senior;09/04/2019;;15/10/2026;;
26/03/2022;MOT;EUROMOT;XS1972726787;Ifc Tf 8,25% Ap29 Zar;ZAR;10000;Senior;02/04/2019;;02/04/2029;;
26/03/2022;MOT;EUROMOT;XS1970549561;Romania Tf 3,5% Ap34 Eur;EUR;1000;Senior;03/04/2019;;03/04/2034;;
26/03/2022;MOT;EUROMOT;XS1970502339;Gs Group Tf 2,5% Mz31 Call Usd;USD;2000;Senior;31/03/2021;;31/03/2031;;
26/03/2022;MOT;EUROMOT;XS1968706876;Romania Tf 4,625% Ap49 Eur;EUR;1000;Senior;03/04/2019;;03/04/2049;;
26/03/2022;MOT;EUROMOT;XS1963242752;Imi Serie Xii Mc Mz29 Usd;USD;2000;Senior;20/03/2019;;20/03/2029;;
26/03/2022;MOT;EUROMOT;XS1960361720;Poland Green Bond Tf 2% Mz49 Eur;EUR;1000;Senior;07/03/2019;;08/03/2049;;
26/03/2022;MOT;EUROMOT;XS1959367571;World Bank Mc Mz27 Usd;USD;1000;Senior;20/03/2019;;20/03/2027;;
26/03/2022;MOT;EUROMOT;XS1958656982;Imi Opera Ii Sc Mz29 Eur;EUR;1000;Senior;11/03/2019;;11/03/2029;;
26/03/2022;MOT;EUROMOT;XS1958534528;Poland Green Bond Tf 1% Mz29 Eur;EUR;1000;Senior;07/03/2019;;07/03/2029;;
26/03/2022;MOT;EUROMOT;XS1956050923;Cyprus Tf 2,75% Fb34 Eur;EUR;1000;Senior;26/02/2019;;26/02/2034;;
26/03/2022;MOT;EUROMOT;XS1942622215;Eib Tf 1,25% Nv29 Sek;SEK;10000;Senior;30/01/2019;;12/11/2029;;
26/03/2022;MOT;EUROMOT;XS1938387237;Eib Tf 0,625% Ge29 Eur;EUR;1000;Senior;22/01/2019;;22/01/2029;;
26/03/2022;MOT;EUROMOT;XS1937018841;Imi Serie Ix Mc Ge27 Eur;EUR;1000;Senior;24/01/2019;;24/01/2027;;
26/03/2022;MOT;EUROMOT;XS1934867547;Romania Tf 2% Dc26 Eur;EUR;1000;Senior;03/04/2019;;08/12/2026;;
26/03/2022;MOT;EUROMOT;XS1913451776;World Bank Sustainable Mc Nv28 Usd;USD;2000;Senior;30/11/2018;;30/11/2028;;
26/03/2022;MOT;EUROMOT;XS1897340854;Kfw Green Bond Tf 0,5% St26 Eur;EUR;1000;Senior;24/10/2018;;28/09/2026;;
26/03/2022;MOT;EUROMOT;XS1892221570;Afdb Zc Ot28 Try;TRY;10000;Senior;11/10/2018;;11/10/2028;;
26/03/2022;MOT;EUROMOT;XS1892141620;Romania Tf 2,875% Mz29 Eur;EUR;1000;Senior;11/10/2018;;11/03/2029;;
26/03/2022;MOT;EUROMOT;XS1892127470;Romania Tf 4,125% Mz39 Eur;EUR;1000;Senior;11/10/2018;;11/03/2039;;
26/03/2022;MOT;EUROMOT;XS1878833695;Eib Sustainable Tf 0,375% Mg26 Eur;EUR;1000;Senior;13/09/2018;;15/05/2026;;
26/03/2022;MOT;EUROMOT;XS1854164024;Imi Opera Ii Sc Lg26 Eur;EUR;1000;Senior;16/07/2018;;16/07/2026;;
26/03/2022;MOT;EUROMOT;XS1844348570;World Bank Tf 8,25% Dc26 Zar;ZAR;5000;Senior;02/07/2018;;21/12/2026;;
26/03/2022;MOT;EUROMOT;XS1843434876;Croatia Tf 1,125% Gn29 Eur;EUR;100000;Senior;19/06/2019;;19/06/2029;;
26/03/2022;MOT;EUROMOT;XS1841783894;Gs Fin Corp Mc Lg28 Usd;USD;2000;Senior;25/07/2018;;25/07/2028;;
26/03/2022;MOT;EUROMOT;XS1837994794;Romania Tf 5,125% Gn48 Usd;USD;2000;Senior;15/06/2018;;15/06/2048;;
26/03/2022;MOT;EUROMOT;XS1826356773;Gs Fin Corp Tf 4,15% Gn28 Usd;USD;2000;Senior;15/06/2018;;15/06/2028;;
26/03/2022;MOT;EUROMOT;XS1822868698;Imi Serie Vi Mc Mg28 Eur;EUR;1000;Senior;24/05/2018;;24/05/2028;;
26/03/2022;MOT;EUROMOT;XS1822866643;Imi Serie X Mc Mg26 Usd;USD;2000;Senior;24/05/2018;;24/05/2026;;
26/03/2022;MOT;EUROMOT;XS1813572663;World Bank Sustainable Mc Mg28 Usd;USD;2000;Senior;18/05/2018;;18/05/2028;;
26/03/2022;MOT;EUROMOT;XS1796816251;Gs Fin Corp Mc Mg28 Eur;EUR;1000;Senior;18/05/2018;;18/05/2028;;
26/03/2022;MOT;EUROMOT;XS1792116532;Ifc Zc Mz38 Mxn;MXN;100000;Senior;23/03/2018;;23/03/2038;;
26/03/2022;MOT;EUROMOT;XS1791485011;Eib Tf 0,875% Ge28 Eur;EUR;1000;Senior;14/03/2018;;14/01/2028;;
26/03/2022;MOT;EUROMOT;XS1774694597;Ifc Zc Fb38 Mxn;MXN;100000;Senior;22/02/2018;;22/02/2038;;
26/03/2022;MOT;EUROMOT;XS1768650167;Gs Fin Corp Mc Mz28 Eur;EUR;1000;Senior;07/03/2018;;07/03/2028;;
26/03/2022;MOT;EUROMOT;XS1768074319;Romania Tf 3,375% Fb38 Eur;EUR;1000;Senior;08/02/2018;;08/02/2038;;
26/03/2022;MOT;EUROMOT;XS1768067297;Romania Tf 2,5% Fb30 Eur;EUR;1000;Senior;08/02/2018;;08/02/2030;;
26/03/2022;MOT;EUROMOT;XS1766612672;Poland Green Bond Tf 1,125% Ag26 Eur;EUR;1000;Senior;07/02/2018;;07/08/2026;;
26/03/2022;MOT;EUROMOT;XS1753775730;Ifc Tf 7,75% Ge30 Mxn;MXN;10000;Senior;18/01/2018;;18/01/2030;;
26/03/2022;MOT;EUROMOT;XS1753042743;Eib Tf 1,5% Ot48 Eur;EUR;1000;Senior;18/01/2018;;16/10/2048;;
26/03/2022;MOT;EUROMOT;XS1751479426;Imi Serie Ix Mc Ge28 Usd;USD;2000;Senior;22/01/2018;;22/01/2028;;
26/03/2022;MOT;EUROMOT;XS1751359016;Eib Tf 1,375% Mg28 Sek;SEK;10000;Senior;22/01/2018;;12/05/2028;;
26/03/2022;MOT;EUROMOT;XS1748803282;Ifc Tf 7,5% Ge28 Mxn;MXN;10000;Senior;18/01/2018;;18/01/2028;;
26/03/2022;MOT;EUROMOT;XS1721365671;World Bank Sustainable Tv Lib3m Dc27 Usd;USD;2000;Senior;07/12/2017;;07/12/2027;;
26/03/2022;MOT;EUROMOT;XS1720700191;Ifc Zc Nv47 Mxn;MXN;100000;Senior;21/11/2017;;21/11/2047;;
26/03/2022;MOT;EUROMOT;XS1720194981;Imi Serie Vii Mc Nv27 Eur;EUR;1000;Senior;24/11/2017;;24/11/2027;;
26/03/2022;MOT;EUROMOT;XS1717013335;Ifc Zc Nv27 Try;TRY;10000;Senior;15/11/2017;;15/11/2027;;
26/03/2022;MOT;EUROMOT;XS1713475306;Croatia Tf 2,75% Ge30 Eur;EUR;100000;Senior;27/11/2017;;27/01/2030;;
26/03/2022;MOT;EUROMOT;XS1713462668;Croatia Tf 2,7% Gn28 Eur;EUR;100000;Senior;15/06/2018;;15/06/2028;;
26/03/2022;MOT;EUROMOT;XS1697550512;Eib Zc Ot32 Zar;ZAR;10000;Senior;18/10/2017;;18/10/2032;;
26/03/2022;MOT;EUROMOT;XS1696593380;Bnp Arbitr Mc Ot27 Usd;USD;2000;Senior;06/10/2017;;06/10/2027;;
26/03/2022;MOT;EUROMOT;XS1696445516;Hungary Tf 1,75% Ot27 Eur;EUR;1000;Senior;10/10/2017;;10/10/2027;;
26/03/2022;MOT;EUROMOT;XS1678838423;Cs Mc Ot27 Usd;USD;1000;Senior;24/10/2017;;25/10/2027;;
26/03/2022;MOT;EUROMOT;XS1673620875;World Bank Sustainable Mc St27 Usd;USD;2000;Senior;21/09/2017;;21/09/2027;;
26/03/2022;MOT;EUROMOT;XS1649562458;Cs Mc St27 Usd;USD;1000;Senior;01/09/2017;;01/09/2027;;
26/03/2022;MOT;EUROMOT;XS1649504096;Ifc Tf 7% Lg27 Mxn;MXN;10000;Senior;20/07/2017;;20/07/2027;;
26/03/2022;MOT;EUROMOT;XS1641457277;Eib Green Bond Tf 1,5% Nv47 Eur;EUR;1000;Senior;05/07/2017;;15/11/2047;;
26/03/2022;MOT;EUROMOT;XS1639852505;World Bank Sustainable Tf 1,5% Lg27 Cad;CAD;2000;Senior;24/07/2017;;24/07/2027;;
26/03/2022;MOT;EUROMOT;XS1639838694;World Bank Sustainable Tf 2,25% Lg27 Pln;PLN;10000;Senior;24/07/2017;;24/07/2027;;
26/03/2022;MOT;EUROMOT;XS1621760302;Ifc Zc Mg27 Brl;BRL;5000;Senior;26/05/2017;;26/05/2027;;
26/03/2022;MOT;EUROMOT;XS1620777083;World Bank Zc Mg27 Try;TRY;50000;Senior;26/05/2017;;26/05/2027;;
26/03/2022;MOT;EUROMOT;XS1615677280;Rentenbank Tf 0,625% Mg27 Eur;EUR;1000;Senior;18/05/2017;;18/05/2027;;
26/03/2022;MOT;EUROMOT;XS1612977717;Eib Tf 1,125% Ap33 Eur;EUR;1000;Senior;16/05/2017;;13/04/2033;;
26/03/2022;MOT;EUROMOT;XS1610658467;Gs Group Tf 1% Dc31 Call Eur;EUR;1000;Senior;17/12/2021;;17/12/2031;;
26/03/2022;MOT;EUROMOT;XS1609294308;Worldbank Sustainable 2,25% Mg27call Usd;USD;2000;Senior;22/05/2017;;22/05/2027;;
26/03/2022;MOT;EUROMOT;XS1608207566;Imi Collezio Mc Mg27 Eur;EUR;1000;Senior;17/05/2017;;17/05/2027;;
26/03/2022;MOT;EUROMOT;XS1605368536;Eib Tf 8% Mg27 Zar;ZAR;5000;Senior;05/05/2017;;05/05/2027;;
26/03/2022;MOT;EUROMOT;XS1599193403;Romania Tf 2,375% Ap27 Eur;EUR;1000;Senior;19/04/2017;;19/04/2027;;
26/03/2022;MOT;EUROMOT;XS1588672144;Eib Tf 6,5% Lg27 Mxn;MXN;1000;Senior;07/04/2017;;07/07/2027;;
26/03/2022;MOT;EUROMOT;XS1586710698;World Bank Sustainable Sc Mg27 Call Usd;USD;2000;Senior;05/05/2017;;05/05/2027;;
26/03/2022;MOT;EUROMOT;XS1584894650;Poland Tf 1,375% Ot27 Eur;EUR;1000;Senior;23/03/2017;;22/10/2027;;
26/03/2022;MOT;EUROMOT;XS1578046937;World Bank Zc Mz27 Mxn;MXN;50000;Senior;13/03/2017;;13/03/2027;;
26/03/2022;MOT;EUROMOT;XS1574936123;Citigroup Gm Mc Ot27 Usd;USD;2000;Senior;20/10/2017;;20/10/2027;;
26/03/2022;MOT;EUROMOT;XS1572222526;Eib Green Bond Tf 1,5% Mz27 Sek;SEK;10000;Senior;02/03/2017;;02/03/2027;;
26/03/2022;MOT;EUROMOT;XS1567811341;Cs Mc Mz27 Gbp;GBP;1000;Senior;15/03/2017;;15/03/2027;;
26/03/2022;MOT;EUROMOT;XS1566184385;Ifc Zc Fb29 Try;TRY;10000;Senior;15/02/2017;;15/02/2029;;
26/03/2022;MOT;EUROMOT;XS1566126345;Eib Zc Fb27 Try;TRY;1000;Senior;16/02/2017;;16/02/2027;;
26/03/2022;MOT;EUROMOT;XS1562584158;Afdb Zc Fb32 Mxn;MXN;10000;Senior;09/02/2017;;09/02/2032;;
26/03/2022;MOT;EUROMOT;XS1561100600;Gs Fin Corp Mc Ap27 Eur;EUR;1000;Senior;20/04/2017;;20/04/2027;;
26/03/2022;MOT;EUROMOT;XS1561100519;Gs Fin Corp Mc Lg27 Usd;USD;2000;Senior;11/07/2017;;11/07/2027;;
26/03/2022;MOT;EUROMOT;XS1561083673;Gs Fin Corp Mc Ag27 Eur;EUR;1000;Senior;24/08/2017;;24/08/2027;;
26/03/2022;MOT;EUROMOT;XS1561048924;Gs Fin Corp Mc Dc27 Usd;USD;2000;Senior;20/12/2017;;20/12/2027;;
26/03/2022;MOT;EUROMOT;XS1555910485;Sg Tv Mz27 Usd;USD;2000;Senior;24/03/2017;;24/03/2027;;
26/03/2022;MOT;EUROMOT;XS1555570016;Ifc Zc Ge37 Mxn;MXN;10000000;Senior;27/01/2017;;27/01/2037;;
26/03/2022;MOT;EUROMOT;XS1555331617;Eib Tf 0,5% Ge27 Eur;EUR;1000;Senior;25/01/2017;;15/01/2027;;
26/03/2022;MOT;EUROMOT;XS1552684687;Cs Mc Fb27 Usd;USD;1000;Senior;21/02/2017;;21/02/2027;;
26/03/2022;MOT;EUROMOT;XS1551929760;Imi Serie Iv Mc Ge27 Eur;EUR;1000;Senior;25/01/2017;;25/01/2027;;
26/03/2022;MOT;EUROMOT;XS1551056234;Ifc Zc Ge17-Ge37 Mxn;MXN;100000;Senior;20/01/2017;;20/01/2037;;
26/03/2022;MOT;EUROMOT;XS1550144668;World Bank Sustainable Tf 3% Fb27 Aud;AUD;2000;Senior;06/02/2017;;06/02/2027;;
26/03/2022;MOT;EUROMOT;XS1550135088;World Bank Sustainable Tf 3,6% Fb27 Nzd;NZD;2000;Senior;07/02/2017;;06/02/2027;;
26/03/2022;MOT;EUROMOT;XS1547492410;Eib Tf 8% Ge27 Mxn;MXN;1000;Senior;11/01/2017;;11/01/2027;;
26/03/2022;MOT;EUROMOT;XS1532610323;Cs Mc Ge27 Usd;USD;1000;Senior;09/01/2017;;09/01/2027;;
26/03/2022;MOT;EUROMOT;XS1515372271;Bnp Arbitr Sc Nv26 Call Usd;USD;2000;Senior;23/11/2016;;23/11/2026;;
26/03/2022;MOT;EUROMOT;XS1508585772;World Bank Tf 0,625% Ge33 Eur;EUR;1000;Senior;25/10/2016;;12/01/2033;;
26/03/2022;MOT;EUROMOT;XS1508566558;Poland Tf 2% Ot46 Eur;EUR;1000;Senior;25/10/2016;;25/10/2046;;
26/03/2022;MOT;EUROMOT;XS1508566392;Poland Tf 1% Ot28 Eur;EUR;1000;Senior;25/10/2016;;25/10/2028;;
26/03/2022;MOT;EUROMOT;XS1507486584;Eib Tf Nv26 Call Usd;USD;2000;Senior;21/11/2016;;21/11/2026;;
26/03/2022;MOT;EUROMOT;XS1505567088;Eib Tf 0,875% St47 Eur;EUR;1000;Senior;17/10/2016;;13/09/2047;;
26/03/2022;MOT;EUROMOT;XS1505555075;Ifc Zc Ot26 Mxn;MXN;100000;Senior;19/10/2016;;19/10/2026;;
26/03/2022;MOT;EUROMOT;XS1503043694;Eib Tf 0,25% St29 Eur;EUR;1000;Senior;12/10/2016;;14/09/2029;;
26/03/2022;MOT;EUROMOT;XS1500528234;Ifc Zc Ot41 Mxn;MXN;100000;Senior;07/10/2016;;07/10/2041;;
26/03/2022;MOT;EUROMOT;XS1500338618;Eib Green Bond Tf 0,5% Nv37 Eur;EUR;1000;Senior;05/10/2016;;13/11/2037;;
26/03/2022;MOT;EUROMOT;XS1492818866;Eib Tf 2,75% Ag26 Pln;PLN;1000;Senior;29/09/2016;;25/08/2026;;
26/03/2022;MOT;EUROMOT;XS1490787113;Imi Collezio Mc St26 Eur;EUR;1000;Senior;28/09/2016;;28/09/2026;;
26/03/2022;MOT;EUROMOT;XS1490735740;Ifc Zc St26 Try;TRY;10000;Senior;23/09/2016;;23/09/2026;;
26/03/2022;MOT;EUROMOT;XS1490724975;Eib Tf 1% St26 Gbp;GBP;1000;Senior;21/09/2016;;21/09/2026;;
26/03/2022;MOT;EUROMOT;XS1487983386;Afdb Zc St36 Zar;ZAR;100000;Senior;09/09/2016;;09/09/2036;;
26/03/2022;MOT;EUROMOT;XS1457442025;Gs Intl Mc Ge27 Usd;USD;2000;Senior;20/01/2017;;20/01/2027;;
26/03/2022;MOT;EUROMOT;XS1457382296;Gs Intl Mc Ot26 Usd;USD;2000;Senior;28/10/2016;;28/10/2026;;
26/03/2022;MOT;EUROMOT;XS1444047697;Cs Mc St26 Aud;AUD;2000;Senior;14/09/2016;;14/09/2026;;
26/03/2022;MOT;EUROMOT;XS1429037929;Coe Tf 0,375% Gn26 Eur;EUR;1000;Senior;08/06/2016;;08/06/2026;;
26/03/2022;MOT;EUROMOT;XS1422953932;Eib Tf 1% Ap32 Eur;EUR;1000;Senior;31/05/2016;;14/04/2032;;
26/03/2022;MOT;EUROMOT;XS1420357318;Romania Tf 2,875% Mg28 Eur;EUR;1000;Senior;26/05/2016;;26/05/2028;;
26/03/2022;MOT;EUROMOT;XS1410230806;World Bank Mc Gn26 Usd;USD;2000;Senior;28/06/2016;;28/06/2026;;
26/03/2022;MOT;EUROMOT;XS1408406020;Bnp Arbitr T Misto Mg26 Nzd;NZD;2000;Senior;25/05/2016;;25/05/2026;;
26/03/2022;MOT;EUROMOT;XS1408405725;Bnp Arbitr T Misto Mg26 Usd;USD;2000;Senior;25/05/2016;;25/05/2026;;
26/03/2022;MOT;EUROMOT;XS1396701168;Cs Mc Gn26 Gbp;GBP;1000;Senior;07/06/2016;;07/06/2026;;
26/03/2022;MOT;EUROMOT;XS1396632504;Cs Mc Lg26 Usd;USD;1000;Senior;13/07/2016;;13/07/2026;;
26/03/2022;MOT;EUROMOT;XS1390069091;Afdb Zc Ap46 Zar;ZAR;100000;Senior;05/04/2016;;05/04/2046;;
26/03/2022;MOT;EUROMOT;XS1379091546;Imi Collezio Mc Mg26 Eur;EUR;1000;Senior;10/05/2016;;10/05/2026;;
26/03/2022;MOT;EUROMOT;XS1361554584;Eib Tf 1,125% St36 Eur;EUR;1000;Senior;10/02/2016;;15/09/2036;;
26/03/2022;MOT;EUROMOT;XS1347679448;Eib Tf 1,75% Nv26 Sek;SEK;10000;Senior;21/01/2016;;12/11/2026;;
26/03/2022;MOT;EUROMOT;XS1346201889;Poland Tf 2,375% Ge36 Eur;EUR;1000;Senior;18/01/2016;;18/01/2036;;
26/03/2022;MOT;EUROMOT;XS1318212633;Gs Intl Mc Gn26 Usd;USD;2000;Senior;20/06/2016;;20/06/2026;;
26/03/2022;MOT;EUROMOT;XS1317825948;Gs Intl Mc Ind Link St26 Eur;EUR;1000;Senior;02/09/2016;;02/09/2026;;
26/03/2022;MOT;EUROMOT;XS1317278361;Gs Intl Switchable Tf 4,65% Mg26 Usd;USD;2000;Senior;17/05/2016;;17/05/2026;;
26/03/2022;MOT;EUROMOT;XS1317187646;Gs Intl Mc Mz28 Eur;EUR;1000;Senior;10/03/2016;;10/03/2028;;
26/03/2022;MOT;EUROMOT;XS1313004928;Romania Tf 3,875% Ot35 Eur;EUR;1000;Senior;29/10/2015;;29/10/2035;;
26/03/2022;MOT;EUROMOT;XS1241085353;Gs Intl Mc Nv27 Eur;EUR;1000;Senior;26/11/2015;;26/11/2027;;
26/03/2022;MOT;EUROMOT;XS1238805102;World Bank Zc Mg35 Zar;ZAR;10000;Senior;29/05/2015;;29/05/2035;;
26/03/2022;MOT;EUROMOT;XS1236580517;Sg Mc Ge28 Usd;USD;2000;Senior;04/01/2016;;04/01/2028;;
26/03/2022;MOT;EUROMOT;XS1218809389;World Bank Tf 0,5% Ap30 Eur;EUR;1000;Senior;16/04/2015;;16/04/2030;;
26/03/2022;MOT;EUROMOT;XS1209947271;Poland Tf 0,875% Mg27 Eur;EUR;1000;Senior;07/04/2015;;10/05/2027;;
26/03/2022;MOT;EUROMOT;XS1183208328;Eib Sustainable Tf 1% Mz31 Eur;EUR;1000;Senior;05/02/2015;;14/03/2031;;
26/03/2022;MOT;EUROMOT;XS1167524922;Eib Tf 8,125% Dc26 Zar;ZAR;5000;Senior;22/01/2015;;21/12/2026;;
26/03/2022;MOT;EUROMOT;XS1107718279;Eib Green Bond Tf 1,25% Nv26 Eur;EUR;1000;Senior;10/09/2014;;13/11/2026;;
26/03/2022;MOT;EUROMOT;XS1107247725;Eib Sustainable Tf 1,75% St45 Eur;EUR;1000;Senior;08/09/2014;;15/09/2045;;
26/03/2022;MOT;EUROMOT;XS0975634204;Eib Tf 3% Ot33 Eur;EUR;1000;Senior;01/10/2013;;14/10/2033;;
26/03/2022;MOT;EUROMOT;XS0960306578;Eib Tf 2,75% St30 Eur;EUR;1000;Senior;09/08/2013;;13/09/2030;;
26/03/2022;MOT;EUROMOT;XS0884635524;Eib Tf 2.75% Mz40 Eur;EUR;1000;Senior;05/02/2013;;15/03/2040;;
26/03/2022;MOT;EUROMOT;XS0878008225;Eib Tf 2.625% Mz35 Eur;EUR;1000;Senior;23/01/2013;;15/03/2035;;
26/03/2022;MOT;EUROMOT;XS0768478868;Eib Tf 3,75% Dc27 Gbp;GBP;1000;Senior;12/04/2012;;07/12/2027;;
26/03/2022;MOT;EUROMOT;XS0755873253;Eib Tf 3.5% Ap27 Eur;EUR;1000;Senior;14/03/2012;;15/04/2027;;
26/03/2022;MOT;EUROMOT;XS0752034206;Eib Mz42 Eur 3,625;EUR;1000;Senior;02/03/2012;;14/03/2042;;
26/03/2022;MOT;EUROMOT;XS0740808802;Eib Tf 3.875% Gn37 Gbp;GBP;1000;Senior;07/02/2012;;08/06/2037;;
26/03/2022;MOT;EUROMOT;XS0505157965;Eib Ap30 Eur 4;EUR;1000;Senior;29/04/2010;;15/04/2030;;
26/03/2022;MOT;EUROMOT;XS0415532273;Eib Tf 4.5% Gn29 Gbp;GBP;1000;Senior;16/03/2009;;07/06/2029;;
26/03/2022;MOT;EUROMOT;XS0295479983;Eib Tf 4.5% Mz44 Gbp;GBP;1000;Senior;18/04/2007;;07/03/2044;;
26/03/2022;MOT;EUROMOT;XS0219724878;Eib Tf 4% Ot37 Eur;EUR;1000;Senior;18/05/2005;;15/10/2037;;
26/03/2022;MOT;EUROMOT;XS0202407093;Eib Tf 4.625% Ot54 Gbp;GBP;1000;Senior;12/10/2004;;12/10/2054;;
26/03/2022;MOT;EUROMOT;XS0138038624;Kfw Tf 5,75% Gn32 Gbp;GBP;1000;Senior;07/06/2001;;07/06/2032;;
26/03/2022;MOT;EUROMOT;XS0138037733;Kfw Tf 6% Dc28 Gbp;GBP;1000;Senior;07/12/2000;;07/12/2028;;
26/03/2022;MOT;EUROMOT;XS0114126294;Eib 32 Gbp 5.625;GBP;1000;Senior;18/07/2000;;07/06/2032;;
26/03/2022;MOT;EUROMOT;XS0098449456;Italy 29eur Frn;EUR;1000;Senior;28/06/1999;;28/06/2029;;
26/03/2022;MOT;EUROMOT;XS0096499057;Eib 39 Gbp 5;GBP;1000;Senior;27/04/1999;;15/04/2039;;
26/03/2022;MOT;EUROMOT;XS0091740018;Ebrd Tf 5,625% Dc28 Gbp;GBP;1000;Senior;21/10/1998;;07/12/2028;;
26/03/2022;MOT;EUROMOT;XS0085727559;Eib 28 Gbp 6;GBP;1000;Senior;25/03/1998;;07/12/2028;;
26/03/2022;MOT;EUROMOT;XS0084291201;Ebrd Zc Dc29 Zar;ZAR;50000;Senior;02/03/1998;;31/12/2029;;
26/03/2022;MOT;EUROMOT;XS0084124725;Ebrd Zc Fb28 Aud;AUD;10000;Senior;10/02/1998;;10/02/2028;;
26/03/2022;MOT;EUROMOT;XS0083662923;Ebrd Zc Fb48 Call Itl;ITL;1000000;Senior;04/02/1998;;04/02/2048;;
26/03/2022;MOT;EUROMOT;XS0082826255;Ebrd Zc Dc28 Zar;ZAR;50000;Senior;05/01/1998;;29/12/2028;;
26/03/2022;MOT;EUROMOT;XS0082720698;World Bank Zc Dc28 Zar;ZAR;5000;Senior;29/12/1997;;29/12/2028;;
26/03/2022;MOT;EUROMOT;XS0080713497;Ebrd Zc Dc27 Zar;ZAR;50000;Senior;22/10/1997;;30/12/2027;;
26/03/2022;MOT;EUROMOT;XS0077056546;Nordic Inv B Zc Lg27 Zar;ZAR;5000;Senior;09/07/1997;;09/07/2027;;
26/03/2022;MOT;EUROMOT;XS0076593267;Ebrd Zc Gn27 Zar;ZAR;5000;Senior;17/06/1997;;17/06/2027;;
26/03/2022;MOT;EUROMOT;XS0074789503;Ebrd Zc Ap27 Zar;ZAR;5000;Senior;07/04/1997;;07/04/2027;;
26/03/2022;MOT;EUROMOT;XS0070553820;Eib Nv26 Zc Usd;USD;10000;Senior;06/11/1996;;06/11/2026;;
26/03/2022;MOT;EUROMOT;US77586TAE64;Romania Tf 6,125% Ge44 Usd;USD;2000;Senior;22/01/2014;;22/01/2044;;
26/03/2022;MOT;EUROMOT;US515110BT00;Rentenbank Tf 2,5% Nv27 Usd;USD;1000;Senior;15/11/2017;;15/11/2027;;
26/03/2022;MOT;EUROMOT;US515110BR44;Rentenbank Tf 1,75% Lg26 Usd;USD;1000;Senior;27/07/2016;;27/07/2026;;
26/03/2022;MOT;EUROMOT;US500769HS68;Kfw Tf 2,875% Ap28 Usd;USD;1000;Senior;31/01/2018;;03/04/2028;;
26/03/2022;MOT;EUROMOT;US465410CC03;Italy Tf 3,875% Mg51 Usd;USD;200000;Senior;06/05/2021;;06/05/2051;;
26/03/2022;MOT;EUROMOT;US465410BZ07;Italy Tf 4% Ot49 Usd;USD;200000;Senior;17/10/2019;;17/10/2049;;
26/03/2022;MOT;EUROMOT;US465410BY32;Italy Tf 2,875% Ot29 Usd;USD;200000;Senior;17/10/2019;;17/10/2029;;
26/03/2022;MOT;EUROMOT;US465410BG26;Italy 33usd 5,375;USD;1000;Senior;27/02/2003;;15/06/2033;;
26/03/2022;MOT;EUROMOT;US45905UAD63;World Bank Zc Lg27 Zar;ZAR;50000;Senior;14/07/1997;;14/07/2027;;
26/03/2022;MOT;EUROMOT;US45905CAA27;World Bank Tf 4,75% Fb35 Usd;USD;1000;Senior;09/02/2005;;15/02/2035;;
26/03/2022;MOT;EUROMOT;US459058JR58;World Bank Sustainable Tf 1,25% Fb31 Usd;USD;1000;Senior;10/02/2021;;10/02/2031;;
26/03/2022;MOT;EUROMOT;US459058JN45;World Bank Sustainable Tf 0,75% Nv27 Usd;USD;1000;Senior;24/11/2020;;24/11/2027;;
26/03/2022;MOT;EUROMOT;US459058JG93;World Bank Sustainable Tf 0,75% Ag30 Usd;USD;1000;Senior;26/08/2020;;26/08/2030;;
26/03/2022;MOT;EUROMOT;US459058JC89;World Bank Sustainable Tf 0,875% Mg30usd;USD;1000;Senior;14/05/2020;;14/05/2030;;
